customer_id,tenure_months,monthly_charges,total_charges,num_support_calls,contract_type,internet_service,payment_method,auto_pay,has_paperless_billing,is_senior_citizen,has_partner,has_dependents,churned
C112286,33,39.3,1286.62,1,One year,Fiber optic,Bank transfer,1,0,0,0,0,1
C112287,46,75.06,3691.82,0,Month-to-month,DSL,Electronic check,0,0,1,1,1,1
C112288,19,84.61,1607.3,0,Month-to-month,Fiber optic,Credit card,0,0,0,1,0,0
C112289,44,101.55,4563.71,0,Month-to-month,DSL,Bank transfer,1,1,0,1,0,1
C112290,49,66.15,3030.75,2,Month-to-month,Fiber optic,Electronic check,0,1,0,0,0,0
C112291,46,66.39,3172.96,3,Month-to-month,Fiber optic,Electronic check,0,0,0,1,0,0
C112292,28,96.97,2776.51,0,Month-to-month,DSL,Electronic check,1,1,0,0,0,1
C112293,55,74.46,3891.15,2,Month-to-month,DSL,Credit card,1,1,0,0,1,0
C112294,52,30.04,1529.91,1,One year,DSL,Electronic check,0,0,0,0,0,1
C112295,23,24.68,554.53,3,Month-to-month,Fiber optic,Credit card,1,1,0,0,0,1
C112296,52,116.02,6215.74,0,Two year,Fiber optic,Electronic check,1,1,0,1,1,0
C112297,66,27.16,1779.56,1,Month-to-month,DSL,Electronic check,0,1,0,1,0,1
C112298,58,65.82,3686.27,4,Month-to-month,DSL,Electronic check,1,1,0,0,0,1
C112299,52,92.08,4719.57,1,Month-to-month,Fiber optic,Electronic check,1,0,0,1,0,0
C112300,55,25.88,1443.4,0,Month-to-month,DSL,Mailed check,1,0,0,1,0,0
C112301,57,42.96,2439.23,2,One year,DSL,Electronic check,0,0,0,1,0,1
C112302,20,38.83,812.83,0,Month-to-month,Fiber optic,Bank transfer,0,0,0,0,1,1
C112303,51,115.03,5439.2,1,Month-to-month,Fiber optic,Mailed check,1,0,0,0,0,0
C112304,14,120.45,2009.67,3,Month-to-month,Fiber optic,Mailed check,0,0,0,1,0,0
C112305,25,51.65,1286.09,2,One year,None,Credit card,1,0,1,0,0,1
C112306,67,84.49,5696.71,1,Two year,Fiber optic,Mailed check,1,0,0,1,1,0
C112307,20,77.7,1650.79,3,Month-to-month,Fiber optic,Mailed check,0,1,0,0,0,1
C112308,60,62.98,3895.11,1,Month-to-month,Fiber optic,Bank transfer,0,1,0,0,0,1
C112309,30,29.33,929.15,1,Two year,Fiber optic,Credit card,0,1,0,0,0,1
C112310,15,127.69,1757.74,1,Month-to-month,Fiber optic,Electronic check,1,1,0,1,0,0
C112311,6,24.6,84.8,1,Month-to-month,DSL,Electronic check,0,1,0,0,0,0
C112312,39,75.3,2990.46,0,Month-to-month,DSL,Credit card,1,0,1,0,0,1
C112313,32,53.81,1816.39,3,One year,None,Mailed check,0,0,0,0,1,1
C112314,36,95.2,3495.76,5,Month-to-month,DSL,Mailed check,0,0,0,0,0,1
C112315,3,91.15,0.0,3,Two year,DSL,Bank transfer,0,0,0,1,0,1
C112316,19,45.53,1003.98,1,Month-to-month,DSL,Mailed check,1,1,0,1,0,1
C112317,0,50.25,0.0,2,Month-to-month,Fiber optic,Mailed check,0,0,0,0,0,1
C112318,21,31.25,695.73,0,Month-to-month,DSL,Mailed check,0,0,0,0,0,1
C112319,67,74.87,4800.73,2,Month-to-month,DSL,Mailed check,0,1,1,0,0,0
C112320,10,87.77,1060.25,2,Month-to-month,DSL,Credit card,1,0,1,1,1,0
C112321,49,58.96,2976.28,3,Month-to-month,Fiber optic,Credit card,0,1,1,0,1,0
C112322,0,63.88,0.0,5,Month-to-month,Fiber optic,Bank transfer,1,1,0,1,0,1
C112323,40,117.7,4933.39,1,Month-to-month,Fiber optic,Credit card,0,1,0,1,0,1
C112324,66,93.41,6189.03,3,Month-to-month,DSL,Credit card,1,0,0,1,1,0
C112325,24,103.69,2617.41,0,One year,Fiber optic,Mailed check,0,0,0,0,0,0
C112326,14,15.0,207.21,2,One year,DSL,Bank transfer,0,1,0,0,0,1
C112327,41,83.68,3340.85,3,Month-to-month,Fiber optic,Credit card,0,0,0,0,0,0
C112328,20,76.28,1732.35,2,Month-to-month,Fiber optic,Bank transfer,0,0,0,1,0,0
C112329,64,38.7,2504.02,2,Two year,Fiber optic,Electronic check,1,1,0,0,1,1
C112330,61,43.9,2586.35,2,Month-to-month,Fiber optic,Electronic check,0,1,1,1,1,0
C112331,46,64.54,2982.88,1,Month-to-month,DSL,Bank transfer,1,1,0,0,0,1
C112332,46,36.45,1714.74,1,Month-to-month,Fiber optic,Mailed check,0,0,1,1,0,1
C112333,43,50.03,2234.58,2,Month-to-month,Fiber optic,Mailed check,1,1,0,0,1,0
C112334,52,58.46,3227.48,3,Month-to-month,Fiber optic,Mailed check,1,1,1,0,0,1
C112335,33,84.34,2861.68,2,Month-to-month,Fiber optic,Credit card,1,1,1,0,1,1
C112336,69,52.33,3553.35,2,Month-to-month,Fiber optic,Mailed check,0,0,0,0,1,1
C112337,24,58.82,1392.38,3,One year,None,Credit card,1,1,0,1,0,0
C112338,0,95.61,187.03,2,Month-to-month,Fiber optic,Electronic check,1,0,0,0,0,1
C112339,50,25.89,1267.58,2,Two year,DSL,Bank transfer,0,0,0,0,0,1
C112340,47,75.68,3580.39,2,One year,Fiber optic,Credit card,0,1,0,0,0,1
C112341,70,79.74,5523.73,4,Month-to-month,DSL,Electronic check,0,1,1,1,0,1
C112342,28,80.42,2213.75,0,Month-to-month,DSL,Bank transfer,1,0,1,0,0,0
C112343,30,57.47,1704.19,2,Month-to-month,Fiber optic,Mailed check,0,0,0,0,1,0
C112344,40,43.38,1749.94,0,Two year,Fiber optic,Mailed check,0,1,1,1,0,1
C112345,28,107.99,3001.27,2,One year,Fiber optic,Mailed check,0,0,0,1,0,0
C112346,56,48.59,2603.3,1,Month-to-month,None,Mailed check,1,0,1,0,1,0
C112347,30,42.07,1339.72,1,Month-to-month,Fiber optic,Electronic check,0,0,1,1,1,1
C112348,56,70.51,4065.7,1,Month-to-month,DSL,Bank transfer,0,0,0,0,0,0
C112349,30,51.52,1561.73,1,Month-to-month,Fiber optic,Bank transfer,0,1,0,0,0,1
C112350,16,96.27,1721.34,2,Month-to-month,None,Mailed check,0,1,0,1,0,1
C112351,71,63.37,4569.9,1,Month-to-month,DSL,Mailed check,0,1,0,1,0,1
C112352,37,99.51,3800.89,1,One year,Fiber optic,Electronic check,1,0,0,0,0,0
C112353,50,81.22,4100.73,1,Month-to-month,Fiber optic,Bank transfer,1,0,0,0,0,0
C112354,42,60.29,2601.03,2,Month-to-month,DSL,Mailed check,1,1,0,0,0,1
C112355,25,97.85,2295.64,0,Month-to-month,Fiber optic,Mailed check,1,1,1,1,0,0
C112356,69,53.73,3681.18,5,Month-to-month,Fiber optic,Electronic check,1,1,0,0,0,0
C112357,26,62.0,1476.47,1,Two year,DSL,Credit card,0,0,0,1,0,0
C112358,71,83.23,5761.5,1,Month-to-month,DSL,Electronic check,1,1,0,1,0,0
C112359,31,75.67,2487.79,6,One year,DSL,Electronic check,1,1,0,0,0,0
C112360,1,53.16,86.8,0,Two year,Fiber optic,Electronic check,0,0,0,0,1,0
C112361,2,31.59,39.8,0,Month-to-month,None,Credit card,1,1,0,0,0,1
C112362,70,69.53,4766.9,2,One year,DSL,Mailed check,1,0,0,1,1,1
C112363,38,51.82,1862.03,0,One year,Fiber optic,Mailed check,1,0,1,1,1,1
C112364,27,70.74,1781.55,1,One year,DSL,Bank transfer,0,0,0,1,1,1
C112365,58,59.48,3394.14,1,Month-to-month,DSL,Bank transfer,1,0,0,1,1,1
C112366,44,52.06,2068.92,3,One year,Fiber optic,Credit card,0,1,0,0,0,0
C112367,47,63.3,3060.66,1,Month-to-month,Fiber optic,Credit card,0,0,0,0,0,1
C112368,49,68.16,3372.02,4,One year,Fiber optic,Electronic check,0,1,0,1,0,1
C112369,14,87.38,1278.03,0,One year,None,Bank transfer,1,0,0,1,0,0
C112370,6,80.58,560.27,3,Month-to-month,DSL,Bank transfer,0,1,0,1,0,0
C112371,52,122.36,6356.63,3,Month-to-month,Fiber optic,Mailed check,0,1,1,0,1,0
C112372,1,73.54,97.32,1,Month-to-month,None,Credit card,1,0,0,0,1,0
C112373,51,53.18,2708.51,2,Month-to-month,Fiber optic,Credit card,1,1,0,0,1,0
C112374,9,65.84,736.05,2,One year,DSL,Electronic check,1,1,0,0,1,0
C112375,18,84.21,1401.29,0,Month-to-month,Fiber optic,Electronic check,1,1,0,0,1,1
C112376,50,95.09,4872.59,2,Month-to-month,Fiber optic,Electronic check,1,1,0,0,0,0
C112377,44,103.54,4387.9,0,Two year,DSL,Electronic check,0,1,0,0,0,1
C112378,56,44.57,2418.15,1,Month-to-month,Fiber optic,Credit card,1,1,0,1,0,1
C112379,43,102.02,4160.64,2,Month-to-month,Fiber optic,Mailed check,0,1,0,0,1,0
C112380,3,68.85,7.13,1,Month-to-month,DSL,Electronic check,0,1,0,0,0,1
C112381,60,46.83,2827.24,1,Month-to-month,Fiber optic,Credit card,1,1,0,0,0,1
C112382,15,64.91,872.9,0,Month-to-month,Fiber optic,Mailed check,0,1,0,1,0,1
C112383,9,100.27,950.98,1,One year,DSL,Bank transfer,1,1,0,0,0,0
C112384,63,81.43,5329.71,2,One year,None,Bank transfer,1,0,0,1,0,1
C112385,14,39.7,528.33,2,Two year,Fiber optic,Bank transfer,0,1,0,0,1,0
C112386,38,39.89,1537.51,1,One year,DSL,Bank transfer,0,0,0,1,0,1
C112387,34,39.19,1393.14,1,One year,Fiber optic,Credit card,1,1,0,1,0,1
C112388,55,51.71,2866.53,1,Month-to-month,DSL,Credit card,1,1,0,1,0,1
C112389,3,71.94,229.2,0,Month-to-month,DSL,Credit card,1,0,0,1,0,1
C112390,7,41.85,187.28,2,One year,DSL,Bank transfer,0,1,0,0,0,1
C112391,29,59.29,1730.11,2,Two year,Fiber optic,Credit card,0,0,1,0,1,0
C112392,34,105.05,3667.97,2,One year,Fiber optic,Mailed check,1,0,0,1,1,0
C112393,56,110.45,6484.86,0,Two year,DSL,Electronic check,1,1,0,0,1,0
C112394,43,108.76,4617.01,2,Month-to-month,DSL,Electronic check,0,1,0,0,0,1
C112395,10,25.13,297.35,1,One year,None,Electronic check,0,1,0,0,0,1
C112396,70,111.84,7724.91,1,Month-to-month,Fiber optic,Bank transfer,1,1,1,1,0,0
C112397,33,72.29,2486.81,1,One year,DSL,Credit card,0,0,0,0,0,0
C112398,69,71.95,4874.66,1,Month-to-month,DSL,Credit card,0,1,0,1,0,1
C112399,71,95.72,6814.24,3,Month-to-month,DSL,Electronic check,1,1,0,0,0,0
C112400,3,87.59,176.84,2,Two year,DSL,Electronic check,0,0,0,0,1,1
C112401,36,23.28,838.46,2,Two year,Fiber optic,Credit card,0,1,0,1,0,1
C112402,30,54.69,1641.05,4,Month-to-month,DSL,Mailed check,0,0,0,0,1,0
C112403,35,60.85,2138.15,3,One year,Fiber optic,Bank transfer,1,0,0,1,0,1
C112404,22,36.74,764.57,1,One year,DSL,Credit card,0,1,0,1,1,1
C112405,40,94.93,3790.39,1,Month-to-month,DSL,Electronic check,1,1,0,1,0,0
C112406,35,105.97,3763.57,1,Month-to-month,Fiber optic,Credit card,0,1,0,0,1,0
C112407,13,69.74,872.36,1,Two year,DSL,Mailed check,1,1,0,1,1,0
C112408,20,77.46,1448.3,1,Month-to-month,Fiber optic,Electronic check,0,1,0,0,1,1
C112409,10,69.72,618.75,0,One year,Fiber optic,Mailed check,1,0,0,1,1,0
C112410,60,72.48,4456.44,1,Two year,Fiber optic,Electronic check,1,0,0,1,1,1
C112411,48,97.94,4702.4,2,One year,DSL,Credit card,1,1,1,0,0,0
C112412,27,25.86,752.47,0,One year,DSL,Credit card,0,0,0,0,0,0
C112413,28,82.15,2270.38,1,Two year,Fiber optic,Mailed check,0,1,0,0,0,1
C112414,5,70.3,335.73,0,Month-to-month,Fiber optic,Electronic check,1,1,0,1,0,0
C112415,20,52.16,1085.24,2,Month-to-month,Fiber optic,Credit card,0,0,0,0,0,1
C112416,66,57.42,3837.13,2,Two year,DSL,Bank transfer,0,1,0,0,0,0
C112417,2,115.81,463.94,4,Month-to-month,DSL,Credit card,1,1,0,0,0,0
C112418,10,36.81,248.67,1,Month-to-month,DSL,Mailed check,1,0,0,0,1,1
C112419,60,65.79,3994.09,0,Two year,Fiber optic,Electronic check,1,1,0,0,0,1
C112420,37,110.74,3920.34,4,One year,Fiber optic,Bank transfer,0,1,0,1,0,0
C112421,2,38.25,69.35,1,Month-to-month,Fiber optic,Electronic check,0,0,0,0,0,1
C112422,35,58.6,1953.14,1,Two year,DSL,Bank transfer,0,1,0,0,0,0
C112423,53,71.06,3788.72,3,Month-to-month,DSL,Credit card,0,0,0,0,0,0
C112424,24,80.32,1798.85,2,Month-to-month,DSL,Credit card,0,1,0,0,0,0
C112425,27,67.99,1641.65,2,Month-to-month,DSL,Mailed check,0,0,0,1,1,1
C112426,45,47.62,2059.85,0,Month-to-month,DSL,Credit card,0,1,0,0,0,0
C112427,43,81.19,3629.42,3,One year,Fiber optic,Credit card,1,1,1,0,0,0
C112428,65,67.48,4453.93,3,Month-to-month,Fiber optic,Bank transfer,0,0,0,1,1,0
C112429,17,85.69,1619.39,3,Month-to-month,Fiber optic,Mailed check,1,0,0,0,1,0
C112430,19,93.09,1494.53,1,Two year,Fiber optic,Electronic check,0,0,0,1,1,0
C112431,11,32.84,448.79,2,Month-to-month,Fiber optic,Bank transfer,0,0,0,0,0,1
C112432,47,95.83,4846.05,0,Month-to-month,DSL,Credit card,0,0,0,0,0,1
C112433,38,63.63,2317.96,0,Month-to-month,Fiber optic,Bank transfer,1,1,0,0,1,1
C112434,24,90.63,2225.7,2,Two year,Fiber optic,Mailed check,0,1,0,1,0,1
C112435,50,82.35,4039.63,2,One year,DSL,Credit card,0,1,0,0,0,1
C112436,27,116.35,3276.63,3,Month-to-month,DSL,Credit card,1,1,0,1,1,0
C112437,14,70.16,1155.25,0,Month-to-month,DSL,Electronic check,0,1,1,0,0,1
C112438,38,59.92,2188.48,1,Two year,Fiber optic,Mailed check,0,1,0,1,0,1
C112439,31,57.18,1659.46,4,One year,None,Credit card,0,1,0,1,1,1
C112440,29,44.07,1260.78,3,One year,DSL,Credit card,0,0,0,0,0,1
C112441,32,90.2,3378.3,2,Month-to-month,Fiber optic,Electronic check,0,0,0,0,1,0
C112442,65,42.46,2813.72,2,Month-to-month,DSL,Credit card,1,0,0,0,1,1
C112443,15,89.98,1417.18,0,One year,None,Electronic check,1,1,0,1,1,0
C112444,19,64.41,1323.08,0,Month-to-month,Fiber optic,Electronic check,0,0,0,1,1,1
C112445,40,25.92,1082.15,1,One year,Fiber optic,Credit card,1,1,0,0,0,1
C112446,3,107.21,375.47,4,Two year,DSL,Mailed check,0,1,0,0,0,0
C112447,10,15.0,148.81,2,One year,Fiber optic,Credit card,1,0,0,1,1,0
C112448,40,67.96,2659.29,1,Two year,DSL,Credit card,1,1,0,1,0,1
C112449,36,75.85,2755.49,1,Month-to-month,Fiber optic,Electronic check,0,0,0,0,0,1
C112450,47,15.0,730.75,1,Month-to-month,DSL,Electronic check,0,0,0,0,0,0
C112451,8,81.03,780.04,1,Month-to-month,Fiber optic,Bank transfer,0,1,0,1,0,1
C112452,61,53.26,3204.64,3,Month-to-month,Fiber optic,Credit card,0,1,0,1,0,1
C112453,34,63.79,2157.84,3,One year,DSL,Mailed check,0,1,0,1,0,0
C112454,11,103.58,953.46,1,Month-to-month,Fiber optic,Bank transfer,0,1,0,1,1,0
C112455,22,73.57,1737.12,2,Month-to-month,Fiber optic,Electronic check,0,1,0,0,1,0
C112456,16,61.24,1027.4,3,Month-to-month,Fiber optic,Bank transfer,0,1,0,0,1,0
C112457,32,65.74,2076.59,1,Two year,None,Mailed check,0,1,0,0,1,1
C112458,33,114.4,3702.99,2,One year,Fiber optic,Mailed check,1,1,0,0,1,0
C112459,31,80.12,2367.05,2,Month-to-month,Fiber optic,Electronic check,1,1,1,1,0,1
C112460,33,47.91,1586.81,3,One year,Fiber optic,Electronic check,0,0,0,1,0,0
C112461,65,57.79,3886.17,5,Month-to-month,DSL,Bank transfer,1,1,0,1,0,0
C112462,69,40.25,2729.87,2,Month-to-month,Fiber optic,Bank transfer,0,1,1,1,0,1
C112463,35,58.71,1933.6,2,Two year,Fiber optic,Electronic check,0,1,1,0,0,0
C112464,69,110.2,7623.3,4,Month-to-month,Fiber optic,Bank transfer,1,0,0,0,0,0
C112465,58,65.84,3935.66,0,Month-to-month,Fiber optic,Electronic check,0,0,0,0,0,1
C112466,59,36.57,2210.57,1,Month-to-month,DSL,Mailed check,1,1,0,1,0,1
C112467,16,80.77,1439.79,0,Month-to-month,Fiber optic,Bank transfer,0,1,0,0,0,1
C112468,31,60.19,1819.16,1,Month-to-month,Fiber optic,Mailed check,0,0,1,1,0,0
C112469,25,84.04,2212.77,3,Month-to-month,Fiber optic,Bank transfer,0,0,0,1,0,0
C112470,6,63.94,419.4,1,Month-to-month,DSL,Electronic check,0,1,0,1,0,0
C112471,5,106.13,488.86,0,Month-to-month,DSL,Bank transfer,1,1,0,1,0,0
C112472,44,47.23,2080.35,2,Month-to-month,Fiber optic,Bank transfer,1,0,0,1,1,1
C112473,30,40.87,1276.42,0,Month-to-month,Fiber optic,Electronic check,1,1,0,1,0,1
C112474,59,93.44,5593.17,2,Month-to-month,Fiber optic,Bank transfer,0,0,0,1,1,0
C112475,48,19.91,972.15,2,One year,DSL,Bank transfer,1,0,0,0,0,1
C112476,6,65.7,460.46,2,Month-to-month,None,Bank transfer,1,0,0,0,0,0
C112477,60,90.02,5346.18,3,Month-to-month,DSL,Bank transfer,0,1,0,0,0,0
C112478,35,15.14,499.81,2,Two year,DSL,Bank transfer,0,1,0,0,0,1
C112479,40,71.62,2790.39,1,Two year,DSL,Electronic check,0,1,0,0,1,0
C112480,69,32.6,2292.69,1,Month-to-month,Fiber optic,Electronic check,0,0,0,0,1,1
C112481,46,23.88,1047.4,4,Month-to-month,Fiber optic,Credit card,0,0,0,0,0,0
C112482,1,43.35,44.03,2,Month-to-month,Fiber optic,Credit card,1,1,0,1,0,1
C112483,12,65.42,799.7,2,Two year,DSL,Bank transfer,1,1,1,1,0,1
C112484,30,52.35,1627.62,2,Month-to-month,DSL,Mailed check,1,0,0,0,1,0
C112485,2,97.68,8.68,0,Month-to-month,None,Bank transfer,0,0,0,1,0,0
C112486,12,72.06,621.25,2,Month-to-month,DSL,Mailed check,0,1,0,0,0,0
C112487,57,57.78,3243.81,0,Two year,Fiber optic,Credit card,1,0,0,0,1,1
C112488,10,37.25,403.88,2,Month-to-month,DSL,Mailed check,0,0,0,1,1,1
C112489,12,75.6,1064.83,0,Two year,DSL,Credit card,1,1,0,0,0,1
C112490,36,121.47,4251.13,1,One year,Fiber optic,Credit card,1,0,0,0,0,0
C112491,6,52.43,248.58,1,Month-to-month,None,Credit card,1,0,0,0,1,0
C112492,18,55.36,1016.89,0,One year,Fiber optic,Credit card,0,1,1,1,0,0
C112493,67,43.48,3049.34,1,Month-to-month,DSL,Electronic check,1,1,0,1,1,0
C112494,45,99.6,4551.29,1,Month-to-month,Fiber optic,Mailed check,0,1,0,0,0,1
C112495,69,93.18,6504.01,2,Month-to-month,DSL,Electronic check,0,1,0,0,0,1
C112496,25,58.84,1643.93,1,Month-to-month,DSL,Bank transfer,0,0,1,1,0,0
C112497,44,55.02,2498.05,0,Month-to-month,Fiber optic,Mailed check,1,0,0,0,0,1
C112498,17,46.4,800.5,3,Month-to-month,Fiber optic,Mailed check,0,1,0,1,1,1
C112499,27,62.77,1589.13,0,Two year,None,Mailed check,1,0,1,0,0,1
C112500,12,95.5,1156.41,1,Month-to-month,DSL,Mailed check,0,1,0,0,1,0
C112501,59,71.04,4268.29,1,One year,DSL,Mailed check,1,0,0,0,0,0
C112502,13,102.19,1168.85,1,Month-to-month,DSL,Electronic check,1,1,1,1,0,0
C112503,14,52.0,800.8,1,Month-to-month,Fiber optic,Mailed check,1,1,0,0,1,1
C112504,33,15.0,492.49,2,One year,Fiber optic,Electronic check,0,1,1,0,0,1
C112505,30,135.13,4011.14,1,Two year,DSL,Electronic check,1,1,0,0,1,0
C112506,22,75.36,1552.78,3,One year,DSL,Mailed check,1,1,1,1,1,0
C112507,25,89.46,2283.72,2,One year,DSL,Electronic check,1,0,0,1,0,0
C112508,21,50.31,1108.1,3,One year,None,Credit card,0,0,1,0,1,0
C112509,65,35.94,2278.15,1,Month-to-month,Fiber optic,Electronic check,1,0,0,1,1,1
C112510,41,73.87,3085.84,2,Two year,Fiber optic,Bank transfer,1,1,0,0,0,1
C112511,66,20.21,1360.86,1,Month-to-month,Fiber optic,Mailed check,0,0,1,0,0,0
C112512,71,63.32,4575.89,0,Month-to-month,DSL,Credit card,1,1,1,0,0,1
C112513,46,95.56,4428.6,2,One year,Fiber optic,Bank transfer,0,1,0,1,0,0
C112514,59,81.21,4752.22,1,One year,Fiber optic,Bank transfer,0,0,0,0,0,0
C112515,7,76.37,504.43,2,Month-to-month,Fiber optic,Electronic check,1,0,0,0,1,0
C112516,68,113.59,7486.95,0,Two year,DSL,Bank transfer,1,1,0,0,1,0
C112517,34,79.38,2624.13,2,One year,Fiber optic,Mailed check,0,0,1,0,1,1
C112518,51,22.39,1132.03,0,Month-to-month,Fiber optic,Mailed check,0,1,0,0,0,0
C112519,17,66.27,1046.28,1,Month-to-month,Fiber optic,Credit card,1,0,0,1,0,0
C112520,6,118.13,734.73,2,One year,None,Electronic check,1,0,1,0,0,0
C112521,63,62.26,4061.95,1,Month-to-month,None,Bank transfer,0,1,0,1,0,0
C112522,32,116.6,4023.42,2,One year,Fiber optic,Mailed check,1,0,0,1,1,0
C112523,9,95.59,776.42,1,One year,None,Mailed check,1,0,0,1,0,1
C112524,47,59.79,2967.94,4,Month-to-month,DSL,Bank transfer,0,0,1,1,1,0
C112525,3,42.99,201.9,2,Two year,Fiber optic,Electronic check,0,1,0,0,0,1
C112526,32,78.5,2429.86,0,Month-to-month,Fiber optic,Electronic check,0,1,0,0,0,1
C112527,50,101.76,5164.07,2,One year,Fiber optic,Bank transfer,0,1,1,1,0,0
C112528,51,30.53,1556.2,3,Two year,Fiber optic,Mailed check,0,0,0,0,1,1
C112529,32,73.01,2110.58,1,One year,Fiber optic,Bank transfer,0,1,0,0,1,1
C112530,26,18.97,456.71,2,Month-to-month,DSL,Credit card,1,0,1,0,0,1
C112531,60,61.51,3755.98,1,One year,Fiber optic,Electronic check,0,0,1,1,0,0
C112532,13,28.63,305.47,1,Month-to-month,Fiber optic,Mailed check,0,1,0,0,0,1
C112533,5,84.06,647.52,2,Month-to-month,None,Credit card,1,1,0,0,0,1
C112534,11,52.78,659.75,1,One year,Fiber optic,Mailed check,0,0,0,1,1,1
C112535,57,98.95,5741.5,0,One year,Fiber optic,Electronic check,0,0,0,0,0,0
C112536,33,56.49,1731.99,3,One year,None,Mailed check,1,0,1,0,1,0
C112537,2,54.21,193.46,6,One year,Fiber optic,Mailed check,1,1,0,0,0,0
C112538,12,29.62,398.13,2,One year,DSL,Electronic check,1,0,0,0,0,1
C112539,2,79.78,267.26,1,One year,Fiber optic,Credit card,0,0,0,0,1,0
C112540,58,82.3,4889.62,2,Month-to-month,Fiber optic,Bank transfer,0,1,0,1,0,1
C112541,33,93.49,3329.95,1,Month-to-month,Fiber optic,Electronic check,0,0,1,0,1,0
C112542,4,86.38,251.16,2,Month-to-month,DSL,Credit card,0,1,0,0,0,0
C112543,15,80.03,1176.76,0,One year,None,Bank transfer,1,0,0,1,1,1
C112544,44,84.9,3623.08,0,Month-to-month,Fiber optic,Credit card,1,1,0,0,0,0
C112545,42,87.42,3774.08,5,Month-to-month,Fiber optic,Credit card,1,1,0,1,0,0
C112546,58,92.69,5342.55,0,Two year,Fiber optic,Bank transfer,1,1,0,0,0,0
C112547,1,31.81,0.0,1,Two year,DSL,Mailed check,1,0,0,0,0,1
C112548,4,58.45,240.42,0,Month-to-month,DSL,Mailed check,1,1,0,1,1,0
C112549,2,29.42,0.0,2,Month-to-month,None,Bank transfer,0,0,1,0,0,1
C112550,28,78.3,2200.98,1,One year,DSL,Electronic check,1,0,0,1,0,1
C112551,52,110.75,5779.05,2,Month-to-month,Fiber optic,Credit card,0,0,1,1,0,1
C112552,47,92.41,4281.43,0,Month-to-month,DSL,Bank transfer,1,1,0,1,1,1
C112553,15,54.82,904.98,0,Two year,Fiber optic,Bank transfer,0,1,0,1,0,0
C112554,47,82.64,3659.35,0,One year,Fiber optic,Electronic check,0,0,0,0,0,0
C112555,47,78.72,3711.13,2,One year,Fiber optic,Electronic check,0,0,1,1,0,0
C112556,13,75.83,1008.06,4,Month-to-month,Fiber optic,Electronic check,1,0,0,1,1,0
C112557,53,37.42,1980.56,1,Month-to-month,None,Electronic check,1,0,1,1,1,0
C112558,30,102.88,3276.18,1,Month-to-month,DSL,Credit card,1,1,0,1,0,1
C112559,4,40.55,122.99,4,Month-to-month,Fiber optic,Electronic check,0,0,0,0,0,1
C112560,28,60.83,1694.57,0,Month-to-month,Fiber optic,Credit card,1,1,0,1,0,1
C112561,55,93.98,5183.91,1,Two year,DSL,Bank transfer,0,0,1,0,0,1
C112562,50,60.66,2997.48,0,Month-to-month,Fiber optic,Electronic check,0,1,0,1,1,1
C112563,19,71.98,1198.04,1,Two year,DSL,Mailed check,0,1,0,1,0,0
C112564,54,72.99,4107.28,1,Month-to-month,DSL,Electronic check,1,0,0,1,0,1
C112565,28,71.65,1921.85,3,One year,Fiber optic,Electronic check,1,1,0,0,0,1
C112566,33,72.88,2321.27,2,Month-to-month,Fiber optic,Credit card,0,1,1,0,0,1
C112567,6,75.35,198.47,0,Month-to-month,Fiber optic,Credit card,0,1,1,0,0,1
C112568,71,71.87,5108.72,2,Month-to-month,Fiber optic,Credit card,0,1,0,1,1,1
C112569,60,47.61,2869.18,2,Month-to-month,DSL,Bank transfer,1,1,0,1,0,0
C112570,14,31.25,496.27,0,Month-to-month,Fiber optic,Electronic check,0,1,0,1,0,1
C112571,40,94.95,3744.67,2,One year,DSL,Electronic check,0,1,0,0,0,0
C112572,56,96.09,5417.85,0,Month-to-month,DSL,Credit card,1,0,1,0,1,1
C112573,36,78.44,2941.51,0,Month-to-month,Fiber optic,Mailed check,0,0,0,1,0,0
C112574,15,78.23,1335.58,1,Month-to-month,DSL,Mailed check,0,1,0,1,0,0
C112575,69,47.12,3277.7,1,Month-to-month,Fiber optic,Electronic check,0,1,0,0,0,1
C112576,19,15.0,277.11,2,Two year,None,Bank transfer,0,1,0,0,0,1
C112577,24,63.78,1645.95,1,Month-to-month,Fiber optic,Mailed check,0,0,1,1,1,1
C112578,26,22.57,628.33,1,One year,DSL,Mailed check,1,0,0,0,1,1
C112579,64,74.61,4581.17,1,Two year,Fiber optic,Bank transfer,1,1,1,1,1,1
C112580,36,102.61,3747.67,3,One year,None,Bank transfer,0,0,0,1,0,1
C112581,51,54.6,2864.56,4,Month-to-month,None,Electronic check,1,1,0,1,1,0
C112582,64,56.03,3646.79,3,Month-to-month,Fiber optic,Credit card,1,1,0,0,0,0
C112583,66,44.85,2942.23,2,Month-to-month,DSL,Bank transfer,1,1,0,0,0,1
C112584,61,71.11,4286.4,2,Month-to-month,Fiber optic,Bank transfer,0,0,0,1,0,1
C112585,65,69.17,4638.98,1,Month-to-month,Fiber optic,Mailed check,0,1,0,0,0,0
C112586,68,44.52,3043.89,2,Month-to-month,Fiber optic,Electronic check,1,1,0,0,1,1
C112587,71,92.81,6564.37,0,One year,Fiber optic,Mailed check,0,1,0,1,1,1
C112588,46,137.56,6298.76,0,One year,Fiber optic,Credit card,0,1,0,1,0,0
C112589,9,99.75,897.62,1,Month-to-month,DSL,Mailed check,1,0,1,1,0,0
